ticket_id,assigned_team,assigned_engineer,root_cause,fix_type,is_repeat_incident
TKT-14314,Database Admins,Sarah Connor,User Error,Patch,0
TKT-14315,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14316,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-14317,L1 Support,Danielle Johnson,Hardware Failure,Patch,0
TKT-14318,L1 Support,Anthony Gonzalez,Hardware Failure,Permanent Fix,0
TKT-14319,L1 Support,Robert Johnson,Code Bug,Patch,0
TKT-14320,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14321,Network Ops,Trinity Moss,Vendor Issue,Patch,1
TKT-14322,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-14323,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14324,Database Admins,Aaron Smith,User Error,Permanent Fix,0
TKT-14325,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-14326,Network Ops,Neo Anderson,Code Bug,System Restart,0
TKT-14327,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-14328,DevOps,Linus T,Config Error,System Restart,0
TKT-14329,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-14330,Network Ops,Morpheus Fish,Vendor Issue,System Restart,0
TKT-14331,L1 Support,Joshua Walker,Config Error,Workaround,0
TKT-14332,L1 Support,Patricia Miller,User Error,System Restart,0
TKT-14333,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14334,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14335,L1 Support,Jeffrey Lawrence,Config Error,Workaround,0
TKT-14336,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-14337,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14338,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14339,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14340,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14341,DevOps,Linus T,User Error,Workaround,1
TKT-14342,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14343,Database Admins,Emily Blunt,User Error,Permanent Fix,0
TKT-14344,Network Ops,Trinity Moss,User Error,Patch,0
TKT-14345,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-14346,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-14347,L1 Support,Jill Rhodes,Code Bug,Permanent Fix,0
TKT-14348,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-14349,Database Admins,John Doe,Hardware Failure,Workaround,1
TKT-14350,L1 Support,Robert Johnson,Config Error,Workaround,0
TKT-14351,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-14352,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
TKT-14353,L1 Support,Robert Johnson,User Error,Permanent Fix,0
TKT-14354,L1 Support,Jeffrey Lawrence,User Error,Patch,0
TKT-14355,DevOps,Ada Lovelace,Config Error,Patch,0
TKT-14356,Database Admins,Sarah Connor,Vendor Issue,Permanent Fix,0
TKT-14357,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-14358,L1 Support,Jeffrey Lawrence,Config Error,Workaround,0
TKT-14359,L1 Support,Jeffery Wagner,Config Error,System Restart,0
TKT-14360,Network Ops,Morpheus Fish,User Error,System Restart,1
TKT-14361,L1 Support,Jeffery Wagner,User Error,Workaround,1
TKT-14362,Database Admins,Emily Blunt,Code Bug,System Restart,0
TKT-14363,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-14364,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14365,L1 Support,Joshua Walker,Code Bug,System Restart,0
TKT-14366,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-14367,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14368,DevOps,Linus T,User Error,Patch,1
TKT-14369,Database Admins,John Doe,Hardware Failure,Patch,0
TKT-14370,DevOps,Grace Hopper,Hardware Failure,Workaround,0
TKT-14371,Security Ops,James Bond,User Error,Permanent Fix,0
TKT-14372,Database Admins,Sarah Connor,Hardware Failure,Permanent Fix,0
TKT-14373,L1 Support,Jeffery Wagner,User Error,Workaround,0
TKT-14374,Network Ops,Trinity Moss,Hardware Failure,System Restart,0
TKT-14375,L1 Support,Danielle Johnson,Code Bug,Permanent Fix,0
TKT-14376,Network Ops,Neo Anderson,Config Error,System Restart,0
TKT-14377,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14378,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-14379,L1 Support,Debra Gardner,User Error,Workaround,0
TKT-14380,L1 Support,Lisa Smith,Hardware Failure,Workaround,0
TKT-14381,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-14382,L1 Support,Danielle Johnson,Hardware Failure,Permanent Fix,0
TKT-14383,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14384,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-14385,L1 Support,Jeffrey Lawrence,Hardware Failure,Workaround,0
TKT-14386,L1 Support,Jill Rhodes,Config Error,Permanent Fix,0
TKT-14387,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-14388,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14389,Database Admins,Emily Blunt,User Error,Patch,1
TKT-14390,Security Ops,James Bond,Vendor Issue,Workaround,0
TKT-14391,L1 Support,Patricia Miller,Config Error,Patch,0
TKT-14392,Network Ops,Trinity Moss,Code Bug,System Restart,0
TKT-14393,L1 Support,Debra Gardner,User Error,Permanent Fix,1
TKT-14394,Network Ops,Neo Anderson,Code Bug,System Restart,0
TKT-14395,Network Ops,Morpheus Fish,Code Bug,System Restart,0
TKT-14396,L1 Support,Patricia Miller,Vendor Issue,System Restart,1
TKT-14397,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14398,DevOps,Grace Hopper,Config Error,Permanent Fix,1
TKT-14399,L1 Support,Lisa Smith,Code Bug,Patch,0
TKT-14400,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-14401,L1 Support,Robert Johnson,Config Error,Patch,0
TKT-14402,DevOps,Ada Lovelace,Hardware Failure,Permanent Fix,0
TKT-14403,Security Ops,James Bond,User Error,Permanent Fix,0
TKT-14404,DevOps,Linus T,Hardware Failure,System Restart,0
TKT-14405,Database Admins,Sarah Connor,Vendor Issue,Workaround,1
TKT-14406,L1 Support,Patricia Miller,Vendor Issue,Workaround,0
TKT-14407,DevOps,Linus T,User Error,Workaround,0
TKT-14408,DevOps,Grace Hopper,Vendor Issue,Permanent Fix,1
TKT-14409,DevOps,Linus T,Vendor Issue,Workaround,0
TKT-14410,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14411,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14412,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14413,DevOps,Ada Lovelace,Hardware Failure,Workaround,1
TKT-14414,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14415,L1 Support,Lisa Smith,Vendor Issue,Permanent Fix,0
TKT-14416,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14417,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,1
TKT-14418,DevOps,Linus T,Config Error,System Restart,0
TKT-14419,DevOps,Ada Lovelace,Code Bug,Patch,1
TKT-14420,Network Ops,Trinity Moss,User Error,Workaround,1
TKT-14421,L1 Support,Jeffrey Lawrence,Code Bug,Workaround,0
TKT-14422,L1 Support,Joshua Walker,Config Error,System Restart,0
TKT-14423,Database Admins,John Doe,Hardware Failure,Workaround,0
TKT-14424,L1 Support,Jeffery Wagner,Vendor Issue,Permanent Fix,1
TKT-14425,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14426,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14427,L1 Support,Jill Rhodes,Code Bug,Workaround,1
TKT-14428,L1 Support,Debra Gardner,Vendor Issue,Workaround,0
TKT-14429,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14430,Network Ops,Morpheus Fish,User Error,Workaround,1
TKT-14431,L1 Support,Joshua Walker,Vendor Issue,Workaround,0
TKT-14432,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14433,Network Ops,Morpheus Fish,Vendor Issue,System Restart,0
TKT-14434,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14435,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14436,Network Ops,Morpheus Fish,User Error,Workaround,1
TKT-14437,DevOps,Grace Hopper,Config Error,Workaround,0
TKT-14438,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14439,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14440,DevOps,Ada Lovelace,Code Bug,Permanent Fix,0
TKT-14441,DevOps,Linus T,Hardware Failure,Workaround,0
TKT-14442,L1 Support,Robert Johnson,Config Error,Permanent Fix,0
TKT-14443,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,1
TKT-14444,L1 Support,Anthony Gonzalez,Code Bug,Workaround,1
TKT-14445,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-14446,DevOps,Linus T,User Error,Patch,0
TKT-14447,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14448,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-14449,Database Admins,Emily Blunt,User Error,Permanent Fix,0
TKT-14450,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14451,L1 Support,Jeffery Wagner,Hardware Failure,Workaround,0
TKT-14452,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-14453,Network Ops,Neo Anderson,Code Bug,System Restart,0
TKT-14454,L1 Support,Anthony Gonzalez,Hardware Failure,Permanent Fix,1
TKT-14455,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14456,L1 Support,Joshua Walker,Code Bug,System Restart,0
TKT-14457,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-14458,DevOps,Linus T,Config Error,Permanent Fix,0
TKT-14459,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-14460,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-14461,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14462,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14463,DevOps,Linus T,User Error,Patch,0
TKT-14464,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14465,L1 Support,Jeffery Wagner,Config Error,Permanent Fix,0
TKT-14466,Database Admins,Sarah Connor,Vendor Issue,Permanent Fix,1
TKT-14467,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14468,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14469,DevOps,Grace Hopper,Code Bug,Workaround,0
TKT-14470,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14471,DevOps,Linus T,Config Error,Patch,0
TKT-14472,L1 Support,Joshua Walker,Vendor Issue,Permanent Fix,0
TKT-14473,Network Ops,Morpheus Fish,Vendor Issue,System Restart,0
TKT-14474,L1 Support,Anthony Gonzalez,Vendor Issue,Permanent Fix,0
TKT-14475,Network Ops,Morpheus Fish,User Error,Workaround,1
TKT-14476,L1 Support,Jeffery Wagner,User Error,Patch,0
TKT-14477,Database Admins,Aaron Smith,Config Error,Workaround,0
TKT-14478,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14479,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-14480,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14481,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-14482,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-14483,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-14484,L1 Support,Jill Rhodes,Config Error,Patch,0
TKT-14485,L1 Support,Patricia Miller,Vendor Issue,System Restart,0
TKT-14486,Database Admins,Aaron Smith,Vendor Issue,Patch,0
TKT-14487,L1 Support,Lisa Smith,Hardware Failure,Permanent Fix,1
TKT-14488,Database Admins,Sarah Connor,User Error,Permanent Fix,0
TKT-14489,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14490,DevOps,Ada Lovelace,Config Error,Workaround,0
TKT-14491,Network Ops,Morpheus Fish,Code Bug,Patch,1
TKT-14492,L1 Support,Debra Gardner,Hardware Failure,Permanent Fix,0
TKT-14493,L1 Support,Danielle Johnson,Config Error,Workaround,0
TKT-14494,L1 Support,Debra Gardner,Code Bug,System Restart,0
TKT-14495,Network Ops,Trinity Moss,Vendor Issue,System Restart,0
TKT-14496,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-14497,L1 Support,Robert Johnson,Config Error,System Restart,0
TKT-14498,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-14499,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-14500,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14501,Network Ops,Trinity Moss,User Error,System Restart,1
TKT-14502,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,1
TKT-14503,Network Ops,Trinity Moss,Vendor Issue,Workaround,1
TKT-14504,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-14505,Security Ops,Ethan Hunt,Vendor Issue,Patch,0
TKT-14506,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14507,DevOps,Linus T,Config Error,System Restart,0
TKT-14508,Network Ops,Trinity Moss,Code Bug,Workaround,1
TKT-14509,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14510,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14511,L1 Support,Robert Johnson,User Error,Workaround,0
TKT-14512,L1 Support,Debra Gardner,Code Bug,Patch,0
TKT-14513,L1 Support,Jeffery Wagner,Vendor Issue,Patch,0
TKT-14514,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-14515,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-14516,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-14517,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14518,L1 Support,Debra Gardner,Config Error,Permanent Fix,0
TKT-14519,Network Ops,Trinity Moss,Vendor Issue,Workaround,1
TKT-14520,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14521,L1 Support,Debra Gardner,Code Bug,Permanent Fix,0
TKT-14522,L1 Support,Jeffery Wagner,Hardware Failure,Workaround,0
TKT-14523,Database Admins,Sarah Connor,User Error,Permanent Fix,1
TKT-14524,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14525,Database Admins,John Doe,Config Error,Workaround,0
TKT-14526,L1 Support,Robert Johnson,Hardware Failure,Permanent Fix,0
TKT-14527,L1 Support,Anthony Gonzalez,Hardware Failure,Patch,0
TKT-14528,L1 Support,Anthony Gonzalez,Vendor Issue,Workaround,1
TKT-14529,L1 Support,Debra Gardner,Hardware Failure,Patch,0
TKT-14530,L1 Support,Debra Gardner,Vendor Issue,Permanent Fix,1
TKT-14531,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14532,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-14533,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14534,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-14535,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14536,Network Ops,Morpheus Fish,Config Error,System Restart,0
TKT-14537,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-14538,L1 Support,Joshua Walker,Config Error,Workaround,0
TKT-14539,L1 Support,Anthony Gonzalez,Vendor Issue,Permanent Fix,0
TKT-14540,L1 Support,Robert Johnson,Code Bug,Permanent Fix,0
TKT-14541,L1 Support,Jeffrey Lawrence,Vendor Issue,Workaround,1
TKT-14542,Security Ops,James Bond,Config Error,Patch,0
TKT-14543,Database Admins,Aaron Smith,Config Error,Patch,0
TKT-14544,Database Admins,Emily Blunt,Vendor Issue,Patch,0
TKT-14545,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-14546,Network Ops,Morpheus Fish,Code Bug,Patch,1
TKT-14547,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14548,L1 Support,Danielle Johnson,Hardware Failure,Workaround,0
TKT-14549,Network Ops,Trinity Moss,Config Error,Workaround,1
TKT-14550,Network Ops,Neo Anderson,Vendor Issue,Workaround,1
TKT-14551,DevOps,Grace Hopper,User Error,Workaround,0
TKT-14552,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14553,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-14554,L1 Support,Anthony Gonzalez,User Error,Permanent Fix,0
TKT-14555,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-14556,L1 Support,Debra Gardner,Hardware Failure,System Restart,0
TKT-14557,L1 Support,Joshua Walker,Code Bug,Patch,0
TKT-14558,L1 Support,Debra Gardner,Code Bug,Workaround,0
TKT-14559,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-14560,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-14561,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14562,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-14563,L1 Support,Jeffrey Lawrence,Hardware Failure,Workaround,0
TKT-14564,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,1
TKT-14565,L1 Support,Joshua Walker,Config Error,Permanent Fix,0
TKT-14566,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14567,L1 Support,Robert Johnson,Config Error,Patch,0
TKT-14568,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14569,Network Ops,Neo Anderson,Code Bug,Patch,1
TKT-14570,L1 Support,Jeffery Wagner,Vendor Issue,System Restart,0
TKT-14571,Security Ops,James Bond,User Error,Patch,0
TKT-14572,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-14573,DevOps,Linus T,Config Error,Permanent Fix,0
TKT-14574,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-14575,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14576,Network Ops,Neo Anderson,User Error,Patch,0
TKT-14577,Network Ops,Morpheus Fish,Config Error,Workaround,1
TKT-14578,L1 Support,Joshua Walker,Code Bug,Patch,0
TKT-14579,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14580,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
TKT-14581,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14582,DevOps,Linus T,Hardware Failure,Workaround,0
TKT-14583,L1 Support,Debra Gardner,User Error,Permanent Fix,0
TKT-14584,L1 Support,Anthony Gonzalez,Code Bug,System Restart,0
TKT-14585,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14586,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14587,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14588,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14589,Security Ops,James Bond,Config Error,Permanent Fix,0
TKT-14590,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14591,L1 Support,Anthony Gonzalez,User Error,Workaround,0
TKT-14592,L1 Support,Jeffery Wagner,User Error,Permanent Fix,0
TKT-14593,Network Ops,Trinity Moss,User Error,Patch,1
TKT-14594,Network Ops,Morpheus Fish,Code Bug,Patch,1
TKT-14595,Network Ops,Neo Anderson,Config Error,System Restart,0
TKT-14596,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-14597,Network Ops,Neo Anderson,Hardware Failure,System Restart,0
TKT-14598,L1 Support,Lisa Smith,Config Error,Permanent Fix,0
TKT-14599,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-14600,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14601,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-14602,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14603,L1 Support,Debra Gardner,Config Error,Workaround,0
TKT-14604,L1 Support,Robert Johnson,Vendor Issue,Patch,0
TKT-14605,DevOps,Linus T,Hardware Failure,Permanent Fix,0
TKT-14606,L1 Support,Lisa Smith,User Error,Permanent Fix,0
TKT-14607,Network Ops,Neo Anderson,Vendor Issue,Patch,1
TKT-14608,Database Admins,Aaron Smith,Hardware Failure,Workaround,0
TKT-14609,L1 Support,Patricia Miller,Config Error,Permanent Fix,0
TKT-14610,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14611,Network Ops,Trinity Moss,Vendor Issue,System Restart,0
TKT-14612,Network Ops,Neo Anderson,Hardware Failure,Workaround,1
TKT-14613,L1 Support,Debra Gardner,Hardware Failure,Workaround,0
TKT-14614,L1 Support,Lisa Smith,Hardware Failure,Workaround,0
TKT-14615,Network Ops,Morpheus Fish,Config Error,Permanent Fix,1
TKT-14616,Database Admins,John Doe,Code Bug,Patch,1
TKT-14617,Database Admins,Aaron Smith,User Error,System Restart,0
TKT-14618,Database Admins,Aaron Smith,Vendor Issue,Workaround,0
TKT-14619,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14620,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14621,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-14622,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-14623,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14624,Network Ops,Neo Anderson,User Error,Permanent Fix,1
TKT-14625,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14626,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-14627,DevOps,Ada Lovelace,Vendor Issue,Patch,0
TKT-14628,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-14629,DevOps,Linus T,Code Bug,Workaround,1
TKT-14630,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14631,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14632,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-14633,L1 Support,Patricia Miller,Config Error,Permanent Fix,0
TKT-14634,L1 Support,Patricia Miller,Code Bug,Workaround,0
TKT-14635,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-14636,L1 Support,Lisa Smith,Vendor Issue,Patch,0
TKT-14637,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14638,L1 Support,Joshua Walker,User Error,Patch,0
TKT-14639,L1 Support,Jill Rhodes,Code Bug,Patch,1
TKT-14640,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14641,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-14642,Database Admins,John Doe,User Error,Workaround,0
TKT-14643,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-14644,Network Ops,Neo Anderson,Code Bug,Patch,0
